name,age,size,color,breed
Qtsdby,13,14,red,Common Welsh Green
Tawol,9,68,black,Hungarian Horntail
Dhjjusl,1,57,white,Hebridean Black
Ougmk,16,97,white,Norwegian Ridgeback
Ldq,4,91,black,Swedish Short-Snout
Mawkiwfm,17,27,blue,Hungarian Horntail
Wobik,19,30,red,Common Welsh Green
Hvdos,1,93,blue,Romanian Longhorn
Pbiucc,20,7,white,Swedish Short-Snout
Coawwks,4,36,white,Chinese Fireball
Mkydy,1,73,blue,Common Welsh Green
Lnmx,10,42,black,Swedish Short-Snout
Ops,13,52,black,Ukrainian Ironbelly
Wpcby,18,67,blue,Ukrainian Ironbelly
Cfsytga,7,61,black,Hebridean Black
Sjug,9,94,blue,Swedish Short-Snout
Xff,19,98,black,Peruvian Vipertooth
Vbhhy,14,18,black,Swedish Short-Snout
Dxknesey,17,22,white,Antipodean Opaleye
Glqopyx,2,76,black,Chinese Fireball
Nyglxmh,7,99,black,Norwegian Ridgeback
Kwpqspx,20,36,red,Hebridean Black
Wsxaqnrv,17,92,white,Hebridean Black
Biwe,19,27,white,Peruvian Vipertooth
Gfv,5,67,blue,Hebridean Black
Bpxp,1,18,blue,Peruvian Vipertooth
Nguyfjw,6,23,blue,Hebridean Black
Qal,4,8,black,Hungarian Horntail
Rycyg,11,23,blue,Norwegian Ridgeback
Xqhrex,2,68,red,Common Welsh Green
Hmnek,18,71,black,Norwegian Ridgeback
Wdtymgh,4,2,blue,Peruvian Vipertooth
Ncolo,18,64,red,Romanian Longhorn
Vqmnkg,13,0,black,Peruvian Vipertooth
Cjvikq,20,15,blue,Norwegian Ridgeback
Ugnxyc,0,54,black,Romanian Longhorn
Puakvse,11,73,black,Romanian Longhorn
Gpv,2,25,black,Ukrainian Ironbelly
Qjnk,2,54,red,Peruvian Vipertooth
Qgcw,3,40,white,Ukrainian Ironbelly
Biteknx,0,87,red,Chinese Fireball
Dxvxcfa,11,51,black,Hebridean Black
Bxv,19,8,white,Antipodean Opaleye
Ivgjtv,19,56,black,Hebridean Black
Enma,1,18,red,Romanian Longhorn
Ldnsvot,0,67,black,Ukrainian Ironbelly
Jemipgd,7,34,red,Peruvian Vipertooth
Ghyf,0,10,white,Hungarian Horntail
Xjir,15,43,white,Peruvian Vipertooth
Kad,17,33,blue,Romanian Longhorn
Ehnhneiu,19,76,red,Common Welsh Green
Rjv,7,62,black,Romanian Longhorn
Jiubvty,12,23,red,Hungarian Horntail
Eoaprb,10,39,blue,Hebridean Black
Awjbvy,2,60,white,Antipodean Opaleye
Pncrobg,9,99,blue,Ukrainian Ironbelly
Ketgq,20,89,white,Swedish Short-Snout
Iqrb,17,94,blue,Norwegian Ridgeback
Aeaoqmw,4,85,blue,Hungarian Horntail
Llkp,11,43,blue,Romanian Longhorn
Mhyeblp,10,1,black,Hebridean Black
Pmm,16,74,black,Swedish Short-Snout
Kjcygce,17,33,blue,Romanian Longhorn
Pkuvg,1,88,black,Norwegian Ridgeback
Koa,16,60,blue,Peruvian Vipertooth
Ilxxhf,13,41,blue,Hungarian Horntail
Trpjnov,2,97,black,Swedish Short-Snout
Qhhmm,10,45,blue,Antipodean Opaleye
Pna,7,68,white,Antipodean Opaleye
Abekxuav,5,42,white,Common Welsh Green
Xcltt,9,22,red,Romanian Longhorn
Rnjbte,8,62,blue,Hebridean Black
Mohjkvot,5,42,blue,Common Welsh Green
Tbrv,2,16,red,Hebridean Black
Owtj,2,4,black,Common Welsh Green
Ysp,8,49,black,Hungarian Horntail
Wjseqs,13,52,red,Antipodean Opaleye
Gdoqovo,8,28,white,Swedish Short-Snout
Evwusfv,18,1,blue,Antipodean Opaleye
Utjdopji,8,16,blue,Hebridean Black
Nbqgyq,6,61,black,Swedish Short-Snout
Hclxm,9,25,blue,Romanian Longhorn
Yetj,9,97,blue,Swedish Short-Snout
Cxedogr,10,44,red,Peruvian Vipertooth
Wbjx,7,5,blue,Swedish Short-Snout
Dsnxyqqv,18,19,black,Antipodean Opaleye
Qlkx,19,1,blue,Peruvian Vipertooth
Ihqwddu,10,86,white,Romanian Longhorn
Ytffjat,18,64,black,Common Welsh Green
Mmvo,13,16,white,Norwegian Ridgeback
Kxj,10,25,blue,Hebridean Black
Lfhl,0,19,red,Hungarian Horntail
Ddrqp,5,41,red,Hebridean Black
Dkieook,0,4,red,Ukrainian Ironbelly
Rtxgkkh,0,75,red,Norwegian Ridgeback
Aewijli,11,84,white,Norwegian Ridgeback
Pbvmhkaj,4,55,black,Common Welsh Green
Ahpe,4,94,blue,Hungarian Horntail
Mou,12,37,black,Romanian Longhorn
Cebjdu,13,72,blue,Swedish Short-Snout
Ntev,5,45,red,Peruvian Vipertooth
Ckutssvr,6,27,white,Hungarian Horntail
Lfvgypco,12,56,red,Hebridean Black
Xfky,13,95,white,Norwegian Ridgeback
Uvcfh,0,99,white,Chinese Fireball
Fsttmss,3,17,black,Common Welsh Green
Ien,16,44,white,Peruvian Vipertooth
Gftxvmef,5,4,white,Swedish Short-Snout
Osrtbik,10,86,white,Peruvian Vipertooth
Rphagvm,16,10,black,Romanian Longhorn
Kie,0,69,white,Peruvian Vipertooth
Pqcf,9,90,white,Romanian Longhorn
Jrrxmpv,14,15,blue,Antipodean Opaleye
Maaddivw,9,96,white,Swedish Short-Snout
Qmrk,5,41,white,Swedish Short-Snout
Wiywlw,3,29,blue,Peruvian Vipertooth
Bvyls,5,25,blue,Romanian Longhorn
Wbw,14,71,white,Hebridean Black
Atjtvpma,10,49,white,Chinese Fireball
Gnv,10,39,black,Chinese Fireball
Hvsb,18,1,black,Common Welsh Green
Hydscj,2,86,black,Romanian Longhorn
Aprp,4,92,black,Ukrainian Ironbelly
Qbgw,5,92,red,Ukrainian Ironbelly
Tca,20,51,blue,Romanian Longhorn
Xirhxc,4,5,black,Hungarian Horntail
Ealgmlmx,0,71,blue,Romanian Longhorn
Nswqix,14,8,black,Chinese Fireball
Kusiwab,2,43,black,Romanian Longhorn
Cxkvx,16,95,red,Norwegian Ridgeback
Gtylkjt,2,9,black,Peruvian Vipertooth
Oiqiqmf,13,74,black,Swedish Short-Snout
Vtiiu,3,54,white,Hebridean Black
Cqg,4,16,white,Peruvian Vipertooth
Rto,1,31,red,Antipodean Opaleye
Ifltwbh,2,98,white,Antipodean Opaleye
Svhkyv,14,5,black,Common Welsh Green
Qrjyhx,17,92,white,Swedish Short-Snout
Qnevacc,16,76,white,Swedish Short-Snout
Dmbfnu,4,27,red,Chinese Fireball
Gnlvyr,1,98,black,Hungarian Horntail
Trswgl,15,6,red,Hebridean Black
Denuq,4,18,black,Ukrainian Ironbelly
Ysy,1,68,black,Hebridean Black
Ermc,9,4,black,Hebridean Black
Waypkslh,20,52,black,Swedish Short-Snout
Pfj,16,55,red,Romanian Longhorn
Sovs,18,30,white,Peruvian Vipertooth
Dwa,16,66,black,Romanian Longhorn
Ihay,19,56,black,Antipodean Opaleye
Dywxa,17,3,blue,Norwegian Ridgeback
Dsghrl,8,8,white,Peruvian Vipertooth
Rsta,11,58,blue,Norwegian Ridgeback
Fbpir,11,85,black,Norwegian Ridgeback
Ntfq,18,77,red,Hebridean Black
Kmfihw,5,91,blue,Peruvian Vipertooth
Pgaux,1,4,white,Chinese Fireball
Tmmhsn,0,11,blue,Swedish Short-Snout
Avaykw,19,24,black,Peruvian Vipertooth
Lbuyf,15,18,white,Peruvian Vipertooth
Ccpbe,0,75,red,Romanian Longhorn
Ihedwmg,11,49,white,Antipodean Opaleye
Kobjqn,6,91,blue,Hungarian Horntail
Xgn,16,43,blue,Hungarian Horntail
Aoyl,13,98,white,Chinese Fireball
Isvyw,11,36,black,Hungarian Horntail
Qqu,1,93,red,Ukrainian Ironbelly
Ihw,13,76,blue,Common Welsh Green
Apx,6,74,black,Swedish Short-Snout
Uafiwq,11,72,blue,Swedish Short-Snout
Uurl,5,50,red,Antipodean Opaleye
Bmy,10,32,red,Peruvian Vipertooth
Bhsm,9,45,black,Antipodean Opaleye
Bxrxhax,19,24,black,Norwegian Ridgeback
Cxllrv,10,87,blue,Chinese Fireball
Raggw,3,31,white,Antipodean Opaleye
Euevt,20,38,blue,Antipodean Opaleye
Axf,16,30,blue,Hungarian Horntail
Fdff,7,95,red,Chinese Fireball
Hwmu,5,24,white,Ukrainian Ironbelly
Wxnau,19,23,white,Peruvian Vipertooth
Tyb,6,88,blue,Common Welsh Green
Wefrkqt,5,46,white,Antipodean Opaleye
Wmrayrn,9,23,blue,Common Welsh Green
Stos,3,2,blue,Hebridean Black
Iiatvd,8,100,blue,Hungarian Horntail
Bktxdbqr,3,50,black,Norwegian Ridgeback
Twxobe,14,54,blue,Hebridean Black
Wfah,5,51,red,Romanian Longhorn
Lbc,0,91,white,Ukrainian Ironbelly
Ogbuq,0,97,white,Peruvian Vipertooth
Uftuq,3,4,white,Ukrainian Ironbelly
Esj,15,5,red,Norwegian Ridgeback
Nkd,15,14,black,Hungarian Horntail
Yfoc,0,20,black,Hungarian Horntail
Hidooshn,12,4,white,Norwegian Ridgeback
Mlsta,20,100,red,Hebridean Black
Gur,9,25,black,Common Welsh Green
Svv,18,56,blue,Antipodean Opaleye
Tqijg,16,75,black,Romanian Longhorn
Yshbuu,8,84,white,Chinese Fireball
Anjv,15,37,blue,Hungarian Horntail
Tmbfmu,4,55,blue,Common Welsh Green
Ivuofcv,15,12,black,Antipodean Opaleye
Pcr,13,88,red,Romanian Longhorn
Sva,1,45,red,Ukrainian Ironbelly
Vhc,7,40,white,Norwegian Ridgeback
Hmgauw,13,98,red,Chinese Fireball
Wcws,6,26,blue,Romanian Longhorn
Stvipm,9,30,black,Antipodean Opaleye
Bfhsiwak,0,77,black,Peruvian Vipertooth
Ildkq,2,56,red,Hebridean Black
Jcoyv,1,41,blue,Hebridean Black
Tvwv,13,21,blue,Chinese Fireball
Mxxsyut,15,55,red,Chinese Fireball
Gatms,17,20,white,Norwegian Ridgeback
Gcv,18,47,white,Romanian Longhorn
Exgpb,3,15,blue,Hebridean Black
Lrsgaod,0,6,blue,Romanian Longhorn
Miwgn,20,77,red,Common Welsh Green
Iplg,0,47,black,Romanian Longhorn
Fcnsx,4,49,blue,Norwegian Ridgeback
Euapde,14,96,black,Romanian Longhorn
Hepol,16,26,white,Hebridean Black
Yyhautgy,20,58,black,Chinese Fireball
Ogpvcrce,11,43,red,Peruvian Vipertooth
Vjuarejm,8,62,red,Peruvian Vipertooth
Oycgotv,10,30,blue,Antipodean Opaleye
Eqdn,7,10,white,Chinese Fireball
Seiqyy,17,91,white,Common Welsh Green
Iwqpg,8,50,red,Hebridean Black
Rpyjbtg,5,3,white,Chinese Fireball
Dgkoq,9,77,red,Common Welsh Green
Whcmtdqo,16,55,white,Ukrainian Ironbelly
Ige,18,4,red,Peruvian Vipertooth
Etq,7,55,blue,Common Welsh Green
Pvfm,3,60,red,Peruvian Vipertooth
Vkfeinud,13,89,red,Hungarian Horntail
Prmonknq,0,90,blue,Antipodean Opaleye
Wawqm,5,16,blue,Hungarian Horntail
Ygbndt,19,4,blue,Romanian Longhorn
Xpiqurv,11,79,red,Swedish Short-Snout
Bnv,6,19,white,Hebridean Black
Pdjdnai,15,2,red,Common Welsh Green
Fqqvlcsl,2,34,black,Common Welsh Green
Dcxfli,1,83,white,Hungarian Horntail
Ctlu,0,54,black,Romanian Longhorn
Mqfwgd,13,71,black,Ukrainian Ironbelly
Chme,14,46,red,Hebridean Black
Ofx,14,1,blue,Hebridean Black
Ygd,16,86,black,Norwegian Ridgeback
Mfwh,20,39,black,Hungarian Horntail
Wtanf,20,72,blue,Ukrainian Ironbelly
Swyvnnw,5,70,blue,Common Welsh Green
Blku,18,11,white,Norwegian Ridgeback
Aegntoao,3,80,red,Antipodean Opaleye
Gify,5,36,white,Antipodean Opaleye
Uashxmb,16,2,white,Antipodean Opaleye
Uuxvyuxa,5,62,black,Common Welsh Green
Vpbolmmk,14,100,black,Common Welsh Green
Jko,17,85,white,Swedish Short-Snout
Mabsdirr,16,46,white,Romanian Longhorn
Njphh,5,32,red,Romanian Longhorn
Lgofp,2,64,red,Common Welsh Green
Fyacy,5,39,red,Ukrainian Ironbelly
Mjcj,6,97,red,Hebridean Black
Fxhb,8,84,blue,Hungarian Horntail
Bbatepbf,18,83,black,Antipodean Opaleye
Eyyqvbig,15,55,black,Ukrainian Ironbelly
Xaf,13,61,red,Chinese Fireball
Fjm,2,41,red,Norwegian Ridgeback
Cvm,7,91,red,Chinese Fireball
Nsdmb,10,39,black,Norwegian Ridgeback
Hjbirma,8,86,black,Hungarian Horntail
Hpfbtx,11,9,black,Romanian Longhorn
Qxx,7,22,white,Chinese Fireball
Icsyfu,17,56,white,Hungarian Horntail
Ppoll,17,33,white,Ukrainian Ironbelly
Cpgkt,1,80,red,Peruvian Vipertooth
Yuyvschp,4,3,blue,Peruvian Vipertooth
Vjqmt,20,70,red,Romanian Longhorn
Ucnq,18,41,blue,Common Welsh Green
Ddd,16,88,black,Chinese Fireball
Vigrfsdq,0,96,red,Hungarian Horntail
Plsclw,19,91,blue,Ukrainian Ironbelly
Ofefbi,2,63,red,Ukrainian Ironbelly
Kfscwt,0,94,white,Swedish Short-Snout
Bulgj,18,48,red,Chinese Fireball
Ccvut,12,38,white,Swedish Short-Snout
Aks,0,70,black,Norwegian Ridgeback
Gmia,9,21,white,Hungarian Horntail
Fefpf,11,44,blue,Chinese Fireball
Pim,14,97,red,Hebridean Black
Ijffqf,5,98,blue,Common Welsh Green
Xymt,18,49,white,Peruvian Vipertooth
Cisqar,4,80,white,Hungarian Horntail
Ptohmyt,18,65,black,Chinese Fireball
Fglqupb,11,44,black,Peruvian Vipertooth
Bnd,3,45,red,Hebridean Black
Qfcms,18,19,red,Hungarian Horntail
Iqyn,11,29,red,Ukrainian Ironbelly
Lqtuyqjy,13,92,red,Hebridean Black
Cdacjywb,1,24,black,Hebridean Black
Ibugs,7,75,black,Romanian Longhorn
Ktj,19,40,red,Peruvian Vipertooth
Nwxagx,5,43,blue,Peruvian Vipertooth
Xqwccfdx,19,77,white,Peruvian Vipertooth
Oetjssfy,18,94,blue,Hungarian Horntail
Bapbqf,10,53,blue,Ukrainian Ironbelly
Rjk,1,4,red,Ukrainian Ironbelly
Hxanl,15,85,black,Peruvian Vipertooth
Ogwwd,2,81,white,Antipodean Opaleye
Jai,20,76,red,Swedish Short-Snout
Mclx,2,82,blue,Hebridean Black
Ypp,18,72,red,Peruvian Vipertooth
Uflt,19,90,white,Swedish Short-Snout
Htwp,3,3,white,Peruvian Vipertooth
Yabqbi,16,24,white,Ukrainian Ironbelly
Iehotnra,7,96,white,Chinese Fireball
Kyth,16,1,red,Romanian Longhorn
Gilmrumg,8,84,red,Norwegian Ridgeback
Uuagq,9,79,blue,Swedish Short-Snout
Trexxb,2,18,white,Swedish Short-Snout
Asuegutq,6,52,white,Peruvian Vipertooth
Sjp,20,33,red,Common Welsh Green
Ige,16,76,black,Norwegian Ridgeback
Wyqk,10,24,white,Hungarian Horntail
Nguyxhvw,16,16,red,Hebridean Black
Gmjkix,9,14,black,Peruvian Vipertooth
Wtmi,19,83,blue,Hungarian Horntail
Fofi,19,19,white,Norwegian Ridgeback
Peca,13,41,white,Norwegian Ridgeback
Xxqy,20,69,black,Norwegian Ridgeback
Bcbhu,19,81,red,Ukrainian Ironbelly
Csxlque,1,20,black,Chinese Fireball
Qhbo,12,86,white,Peruvian Vipertooth
Vco,12,65,red,Antipodean Opaleye
Ntuhnd,11,16,black,Antipodean Opaleye
Rowp,12,81,blue,Chinese Fireball
Soc,16,0,blue,Ukrainian Ironbelly
Hjvjtdhi,10,46,black,Swedish Short-Snout
Pwhjiey,13,17,white,Chinese Fireball
Ikcpmjgc,12,29,black,Romanian Longhorn
Jvrltsr,18,66,black,Hebridean Black
Okrepc,7,7,white,Romanian Longhorn
Icrb,18,63,red,Chinese Fireball
Kbrwk,14,86,blue,Peruvian Vipertooth
Ukgegx,8,13,black,Swedish Short-Snout
Uxtnvojq,14,85,white,Common Welsh Green
Oscr,16,83,black,Norwegian Ridgeback
Tpqosw,1,57,white,Chinese Fireball
Vikot,15,85,red,Hebridean Black
Ssrygdvf,4,21,white,Romanian Longhorn
Iej,11,6,white,Hebridean Black
Bok,18,81,red,Common Welsh Green
Xexvcn,18,78,black,Common Welsh Green
Tbyg,8,33,blue,Chinese Fireball
Agifyx,15,39,blue,Ukrainian Ironbelly
Eyy,19,38,blue,Swedish Short-Snout
Ryeer,10,48,black,Ukrainian Ironbelly
Inl,1,33,red,Hungarian Horntail
Ssbgysgg,15,8,blue,Antipodean Opaleye
Fdnmoids,1,31,black,Peruvian Vipertooth
Xrmi,6,73,red,Peruvian Vipertooth
Oyx,0,53,red,Swedish Short-Snout
Meoi,9,20,white,Hebridean Black
Adaeib,19,44,black,Swedish Short-Snout
Otytavx,16,97,black,Peruvian Vipertooth
Onbnc,8,29,black,Common Welsh Green
Ulgoomj,6,67,white,Peruvian Vipertooth
Lxqb,7,9,white,Common Welsh Green
Wnod,15,41,black,Swedish Short-Snout
Natv,6,69,blue,Chinese Fireball
Dgkoex,4,43,blue,Romanian Longhorn
Uerdq,12,69,black,Peruvian Vipertooth
Onrsm,12,59,white,Antipodean Opaleye
Xnt,4,38,red,Hebridean Black
Uyvkya,12,42,black,Hebridean Black
Jmqgcjod,12,57,black,Peruvian Vipertooth
Laeqgnp,2,80,blue,Norwegian Ridgeback
Fnbyuc,11,44,blue,Romanian Longhorn
Qdh,3,81,blue,Hungarian Horntail
Lusp,1,24,white,Romanian Longhorn
Bgwfnj,2,32,red,Swedish Short-Snout
Pjehqke,6,69,white,Antipodean Opaleye
Sgmgyyxr,17,35,red,Peruvian Vipertooth
Ssnbhl,13,9,white,Norwegian Ridgeback
Gfkk,19,58,black,Romanian Longhorn
Herobhxs,10,40,blue,Common Welsh Green
Qhy,15,48,white,Chinese Fireball
Jaypl,14,93,red,Chinese Fireball
Bedkg,15,54,red,Common Welsh Green
Ydbdfdn,13,89,blue,Hebridean Black
Xiscidlc,10,40,red,Peruvian Vipertooth
Sysxe,12,32,blue,Norwegian Ridgeback
Pftvlfiv,11,45,white,Chinese Fireball
Otck,13,62,blue,Chinese Fireball
Okwdmle,17,47,blue,Hungarian Horntail
Onlo,0,93,black,Norwegian Ridgeback
Qipjno,20,87,blue,Ukrainian Ironbelly
Ducufy,20,85,red,Norwegian Ridgeback
Qxyha,12,26,white,Hungarian Horntail
Sekelrmc,1,10,black,Swedish Short-Snout
Kta,1,55,white,Peruvian Vipertooth
Plv,18,64,white,Common Welsh Green
Jmn,2,33,white,Swedish Short-Snout
Thodhxqr,7,46,white,Norwegian Ridgeback
Xpkpht,10,37,black,Romanian Longhorn
Jmfvgkuh,5,61,blue,Common Welsh Green
Utp,5,45,white,Antipodean Opaleye
Fcqen,5,29,black,Common Welsh Green
Ygvp,9,47,white,Norwegian Ridgeback
Tnvayagy,3,51,black,Swedish Short-Snout
Cskkhi,6,24,black,Hungarian Horntail
Ingupq,9,16,blue,Peruvian Vipertooth
Vlqktg,4,46,red,Antipodean Opaleye
Gklm,7,21,blue,Swedish Short-Snout
Ekp,17,28,red,Hungarian Horntail
Lwjwof,10,98,red,Norwegian Ridgeback
Aul,0,25,red,Swedish Short-Snout
Mxapv,11,29,red,Norwegian Ridgeback
Umjyiv,16,92,blue,Ukrainian Ironbelly
Bkt,0,49,blue,Common Welsh Green
Nipse,12,35,white,Hungarian Horntail
Ydiptkxp,6,84,blue,Ukrainian Ironbelly
Equijj,20,24,red,Hungarian Horntail
Epi,13,76,black,Common Welsh Green
Ucsastv,1,1,blue,Antipodean Opaleye
Ujkvdu,2,54,red,Norwegian Ridgeback
Sspem,0,36,white,Hungarian Horntail
Sef,9,26,red,Hungarian Horntail
Egdmytv,14,64,red,Antipodean Opaleye
Iwkxuyfr,11,32,blue,Chinese Fireball
Kij,7,49,red,Swedish Short-Snout
Qkeoriqi,16,13,white,Hebridean Black
Yxsbsqv,11,28,blue,Chinese Fireball
Bsdk,6,2,white,Peruvian Vipertooth
Wytgpyd,18,73,red,Hebridean Black
Yrcv,9,83,black,Antipodean Opaleye
Joofni,3,18,blue,Chinese Fireball
Oxcijd,11,66,blue,Common Welsh Green
Hlencq,7,55,red,Common Welsh Green
Rrarbw,12,49,black,Swedish Short-Snout
Kkdpobmj,10,68,white,Common Welsh Green
Qgcecdf,13,76,white,Peruvian Vipertooth
Lihak,5,53,red,Ukrainian Ironbelly
Xffml,2,45,white,Romanian Longhorn
Mmealq,6,38,black,Antipodean Opaleye
Qptsjjsp,6,12,white,Norwegian Ridgeback
Dob,11,70,white,Common Welsh Green
Cmw,16,4,white,Antipodean Opaleye
Gqenm,1,45,white,Common Welsh Green
Sbw,16,44,black,Swedish Short-Snout
Crxgojv,3,12,red,Peruvian Vipertooth
Dejtrdgp,16,47,red,Swedish Short-Snout
Xsjve,11,90,white,Ukrainian Ironbelly
Bjr,9,96,blue,Hebridean Black
Ndssrxs,1,59,black,Swedish Short-Snout
Srdloh,2,65,black,Common Welsh Green
Kextfbk,20,2,red,Antipodean Opaleye
Vjkb,17,91,red,Hebridean Black
Dpumtmu,14,55,blue,Norwegian Ridgeback
Wkyy,9,92,red,Hungarian Horntail
Kjxg,5,70,blue,Chinese Fireball
Ofuf,12,93,blue,Norwegian Ridgeback
Illu,4,3,white,Ukrainian Ironbelly
Jnmt,8,95,red,Peruvian Vipertooth
Eenwu,2,2,red,Peruvian Vipertooth
Mmmnu,19,58,blue,Norwegian Ridgeback
Nsxbu,16,10,red,Antipodean Opaleye
Asjhdvxc,12,0,red,Peruvian Vipertooth
Huy,1,30,red,Common Welsh Green
Faxxmnxd,0,56,black,Norwegian Ridgeback
Ndnpok,1,97,black,Peruvian Vipertooth
Oakx,11,58,black,Common Welsh Green
Lwxe,6,52,white,Antipodean Opaleye
Lchpulu,20,72,black,Peruvian Vipertooth
Ciodj,9,69,black,Hebridean Black
Viaayb,14,23,black,Swedish Short-Snout
Diycs,10,86,red,Peruvian Vipertooth
Srdscseg,4,72,red,Norwegian Ridgeback
Movk,15,12,red,Swedish Short-Snout
Aulbpac,6,94,red,Peruvian Vipertooth
Lron,7,13,black,Swedish Short-Snout
Nbtti,14,93,blue,Hebridean Black
